dot_number,company_quality_score,legitimacy_score,metrics_score,freshness_score,target_fit_score,key_concerns,reasoning_summary
2208946,0.05,0,5,0,0,"['Not a trucking business (Mobile Mechanic LLC)', 'Extremely stale data (last MCS-150 update 2011)', 'Zero recent mileage activity reported', 'Implausible operational metrics (0 miles/truck, high driver/truck ratio)']","This entity operates as a mobile mechanic service, not a trucking company, making it entirely outside our target profile. The data is severely outdated (2011) with no recent mileage activity. Operational metrics like zero reported miles and a high driver-to-power unit ratio further indicate inactivity and implausibility."
2341632,0.05,0,0,5,0,"[""Company is a roofing and remodeling business, explicitly an 'avoid' category (non-trucking business)."", 'Extremely low annual mileage (250 miles for 3 power units) indicates almost no active trucking operation.', 'Insufficient driver-to-truck ratio (1 driver for 3 power units) reinforces lack of active operation.', 'Located in Pennsylvania, which is not a priority state.']","This company is a roofing and remodeling business, falling into our 'avoid' category for non-trucking businesses. Its operational data shows extremely low annual mileage (250 miles for 3 power units) and an insufficient driver ratio, confirming a lack of active trucking operations. Despite a recent MCS-150 filing, the fundamental business type and minimal trucking activity make it a very poor match for DrivePoints insurance."
3449384,0.5,5,5,25,15,"[""Business Legitimacy: Company name 'AURORA ENERGY SOLUTIONS LLC' suggests an energy business, not a primary trucking operation, which is inconsistent with avoiding non-trucking businesses."", 'Operational Plausibility: Extremely low miles per truck per year (~1,428 miles/truck/year) indicates very limited trucking activity, far below the normal range (45K-120K) and flagged threshold (<5K).', 'Target State: Company is located in Alaska, not one of our priority states (CA, TX, AZ, UT, NV).', ""Target Operation Type: The company's name and very low mileage do not suggest active Class 6 last-mile or furniture delivery trucking.""]","Aurora Energy Solutions LLC appears to be an energy business with incidental trucking operations, rather than a dedicated trucking company, which is a key concern for business legitimacy and target fit. Operational metrics show extremely low mileage per truck, indicating limited activity. While the data is fresh and fleet size is within range, the non-priority state location and misalignment with our desired trucking operation type result in a moderate score."
1785650,0.0,0,0,0,0,"[""Not a trucking company (identified as 'TRUSTWORTHY LAWN SERVICE LLC')"", 'Extremely stale data (MCS150 date from 2008, 17 years old)', 'No recent mileage or power unit information', 'Not located in a priority state']","This entity is a lawn service company, not a trucking operation, making it a fundamental mismatch for our target profile. All data is extremely stale, with the last update from 2008, and there's no evidence of active trucking operations. It also operates outside of our priority states."
3479590,0.15,5,0,5,5,"['0 power units with 20 drivers indicates severe operational implausibility or non-existence as an active carrier.', 'MCS-150 date (Aug 2020) is over 5 years old, indicating stale data.', 'Zero recent mileage reported, suggesting no current activity.', 'Not located in a priority state (IL).', 'Does not meet fleet size criteria (0 trucks).']","This company has 0 power units and 20 drivers, indicating it is likely not an active trucking carrier. Its data is stale, with the last update over 5 years ago and no reported mileage. It is also not located in a priority state and falls outside our target fleet size due to having no operational trucks."
1920442,0.45,25,5,0,15,"['Extremely stale data (MCS-150 from 2009) and zero recent activity, indicating an inactive or defunct company.', 'Highly implausible driver/truck ratio (4 drivers for 1 truck) for an active operation.', 'Not located in a priority state (Wisconsin).']","HAYWARD RECYCLING INC is likely defunct or completely inactive, evidenced by its MCS-150 date over 16 years ago and zero recent mileage. Although it's a private company with a single truck, its operational metrics are implausible, and it is located outside our target states. This company does not align with our ideal active Class 6 customer profile."
3913855,0.9,25,15,25,25,"['High annual mileage (198,564 miles) for a single truck, which significantly exceeds the normal range for Class 6 last-mile operations and suggests very heavy usage or a different operational type.']","A CARGO LINE INC is a legitimate, active, and well-fitting target for DrivePoints due to its location in California, single-truck fleet size, and 'authorized for hire' status. Data is fresh with a recent MCS-150 update. The primary concern is the exceptionally high annual mileage for a single truck, which falls outside the typical operational range and warrants further investigation into its specific operations."
3435289,0.8,15,15,25,25,"['Lower than normal annual mileage (12,356 miles/truck/year) suggests very light usage or part-time operation.']","This is a single-truck, owner-operator based in California, fitting our priority state and fleet size criteria. The data is exceptionally fresh, updated in August 2025. While the annual mileage is low, indicating light usage, the company otherwise perfectly aligns with our target profile as an active, for-hire operation."
4441305,0.45,25,5,0,15,"['Company is located outside priority states (ME).', 'Zero recent mileage reported, indicating no operational activity.', 'Low operational plausibility due to 0 mileage, despite recent registration.']","B & L TRUCKING LLC is a legitimate, authorized-for-hire company with a single truck, which partially matches our target fleet size. However, it operates in Maine, outside our priority states. Critically, the record shows zero recent mileage and zero historical mileage, indicating no operational activity, which significantly penalizes both operational plausibility and data freshness scores despite a very recent MCS-150 filing."
2475854,0.6,15,5,25,15,"[""Business name 'Farms & Construction' suggests diversified operations, possibly not primary dedicated trucking."", 'Miles per truck per year (~18,333) is significantly below the normal range (45K-120K) for trucking companies.', 'Driver to truck ratio (~0.67) is below the normal range (0.8-1.5), suggesting potential underutilization or part-time drivers.', 'Company is not located in a priority state (Ohio).']","Seth Little Farms & Construction LLC has up-to-date data and an ideal fleet size. However, its name suggests broad operations, and its operational metrics (low mileage per truck and driver ratio) indicate a non-standard trucking profile. The company's location outside of our priority states and its business type also make it a sub-optimal fit for our Class 6 last-mile target."
3133550,0.5,25,5,5,15,"['Extremely low reported mileage (100 miles in 2022, 0 recent miles) suggests the company is not actively operating, or is nearly defunct.', 'Not located in a priority state.']","The company presents as a legitimate for-hire trucking operation with a professional name and ideal fleet size (1 truck). However, its operational plausibility is severely undermined by an extremely low reported mileage of only 100 miles in 2022 and 0 recent miles, strongly indicating inactivity. Despite a somewhat recent MCS150 update (April 2023), this lack of activity results in a low freshness score. Furthermore, the company is not located in one of our priority states."
3988947,1.0,25,25,25,25,[],"This company is an excellent match, demonstrating clear business legitimacy and active operations. Its recent MCS-150 update and plausible operational metrics, including mileage suitable for Class 6 last-mile delivery, indicate a viable business. It perfectly fits our target profile with its location in a priority state, appropriate fleet size, and for-hire status."
2187466,0.4,0,15,25,0,"['Not a trucking company (identified as a landscaping business)', 'Not located in a priority state (NC instead of CA, TX, AZ, UT, NV)', 'Miles per truck (149K) is higher than the normal range (45K-120K)']","This company is primarily a landscaping business, not fitting our target profile of an active Class 6 trucking operation. It is also located outside our priority states. Despite having fresh data and a reasonable driver-to-truck ratio, its fundamental business type and location result in a low overall score."
3018294,0.15,5,5,5,0,"['Business type mismatch (likely passenger transport, not freight)', 'Stale data (MCS-150 date 8 years old)', 'Zero recent mileage reported, indicating inactivity', 'Operational data is implausible for an active freight carrier']","AZ KIDS CAB LLC appears to be a passenger transport service, not a freight carrier, making it a fundamental mismatch for our target. Its data is extremely stale from 2017, with zero recent mileage, suggesting it is inactive or defunct. Operational metrics are implausible for an active trucking company."
2422330,0.55,25,5,0,25,"['Ancient MCS-150 date (over 12 years old)', 'Zero recent mileage reported, indicating inactivity', 'Likely defunct or non-operational']","MF SERVICES perfectly matches our target profile (1 truck in a priority state, authorized for hire). However, the MCS-150 date from 2013 and zero recent mileage strongly suggest the company is defunct or inactive, making it unsuitable despite the good profile fit. The operational plausibility is low due to no reported activity."
2687194,0.35,5,5,0,25,"[""DBA name 'MINCO CONSTRUCTION' suggests the primary business may not be trucking, despite being 'authorized for hire'."", ""Missing MCS-150 date, zero recent mileage, and a 10-year-old 'add_date' indicate the company is inactive or defunct.""]","The company's DBA, 'MINCO CONSTRUCTION,' raises doubts about it being a primary trucking operation. Despite fitting our target state and fleet size criteria, the complete absence of recent operational data (null MCS-150 date, zero recent mileage) and the 10-year-old record creation date strongly suggest this company is no longer active, making it unsuitable for DrivePoints insurance."
1456070,0.3,0,0,15,15,"[""Legal name 'AI ENGINEERS INC' suggests non-trucking business"", 'Miles/truck/year (3400) is extremely low (<5K flag)', 'Driver/truck ratio (5.0) is extremely high (>1.5 flag)', 'Company is not located in a priority state (CT, not CA/TX/AZ/UT/NV)']","This company, 'AI ENGINEERS INC', appears to be an engineering firm rather than a dedicated trucking operation, fundamentally mismatching our target profile. Operational metrics like extremely low mileage per truck (3400) and a high driver-to-truck ratio (5.0) are highly implausible for a Class 6 carrier. While the fleet size is acceptable and data is moderately fresh, the core business type and nonsensical operational figures make it unsuitable."
2601575,0.9,25,15,25,25,"['Annual mileage (8,500 miles/truck) is on the very low end, though above the 5K flag threshold, suggesting limited operational activity.']","ESNA ENTERPRISES INC presents as a legitimate, active trucking business with a recent MCS-150 update and an ideal fleet size of one truck located in a priority state (CA). The main area of concern is the very low annual mileage, which could indicate a niche or part-time operation. Otherwise, it's a good match for the target profile."
4002842,0.9,25,15,25,25,"['Annual mileage (12,350 miles/truck/year) is significantly below the typical normal range (45K-120K), potentially indicating part-time operation or very localized routes.']","This is a legitimate and active 1-truck LLC operating in a priority state (TX) as an authorized for-hire carrier, aligning well with our target profile. Data freshness is excellent with a recent MCS-150 update. The main concern is the low annual mileage, which suggests limited activity, but is not implausible for a small, local or last-mile operation."
2260110,0.45,15,5,0,25,"['Extremely stale data (MCS-150 date is from 2012, over 13 years old).', 'Zero recent operational mileage reported, indicating inactivity.', 'No historical mileage data available.']","While 'CARRASCO V TRUCKING' fits our target profile as a small, for-hire carrier in a priority state, its data is severely outdated and shows no recent operational activity. The MCS-150 date is from 2012, and recent mileage is zero, strongly suggesting the company is defunct or no longer actively operating. This makes it unsuitable for targeting."
2126315,0.35,5,5,0,25,"[""Legal name 'FIVE M TREE FARM LLC' suggests a primary business other than dedicated trucking."", 'Extremely stale data; MCS-150 date from March 2011 (14 years old).', 'Zero recent mileage, indicating no current activity and likely defunct status.']","This company is likely defunct due to extremely stale data (MCS-150 from 2011) and zero recent mileage, making it unsuitable for our active target. Its legal name suggests a primary business other than dedicated trucking, and while its profile matches some target criteria (TX location, 1 truck, private carrier), the lack of activity is a major disqualifier."
446956,0.45,25,5,0,15,"['Ancient MCS150 update date (2007)', 'Zero reported mileage for a 4-truck fleet, indicating inactivity', ""Missing explicit 'authorized for hire' or 'private' commercial operation flags""]","TRIPLE S TRANSPORTATION appears to be a legitimate entity by name. However, it scores very poorly on data freshness due to its MCS150 update date from 2007 and zero reported mileage, strongly suggesting it is defunct or inactive. While it meets state and fleet size criteria, the lack of active operations and clear commercial status make it a poor match for our target profile."
4191107,0.45,25,5,0,15,"['Extremely low reported mileage (1 mile/year) indicates inactivity or defunct status.', 'Company is not located in a priority state.']","PITTMAN ENTERPRISE LLC appears to be a legitimate 'Authorized for Hire' carrier with a single truck and a recent MCS-150 filing. However, the reported mileage of just 1 mile for 2023 is highly implausible, suggesting the company is effectively inactive or defunct, not an active Class 6 operation. Additionally, it is located in Florida, which is outside our priority states."
658424,0.45,0,5,15,25,"['Legal name indicates a restaurant, not a dedicated trucking business.', 'Extremely low miles per truck (3000 miles/year for 2022), falling below 5K threshold.', 'Low driver-to-truck ratio (0.5).', 'Reported mileage data is from 2022, indicating stale operational activity.']","This company is likely a restaurant using its own trucks for local delivery, rather than a dedicated trucking operation. While it operates in a target state with the right fleet size and is private, its core business is not trucking. Operational metrics show very low truck utilization and a low driver-to-truck ratio. Although the MCS150 filing is recent (2024), the specific mileage data provided is from 2022, suggesting stale operational information."
3777856,0.65,0,25,25,15,"['Non-trucking business (tree service) - does not fit target Class 6 trucking', 'Operating state (GA) is not a priority state']","DIAZ TREE SERVICE LLC is a tree service, which does not align with our target for active Class 6 trucking, resulting in a legitimacy score of 0. However, operational metrics are plausible, and the data is very fresh with a recent MCS-150 update. Although it's a private carrier with 1 truck, its location in Georgia prevents a higher target fit score."
3063877,0.5,5,5,25,15,"[""Business Type Mismatch: Legal name 'S&K PUMP AND PLUMBING INC' indicates a plumbing business, not a dedicated Class 6 trucking carrier for last-mile/furniture delivery."", 'Low Truck Utilization: Mileage per truck (9,400 miles/year) is far below the normal range (45K-120K) for active trucking operations.', 'Geographic Mismatch: Company is located in Wisconsin, not a priority state.']","S&K PUMP AND PLUMBING INC has fresh data and a reasonable driver-to-truck ratio. However, its primary business appears to be plumbing, not dedicated trucking, which is a major mismatch for our target profile. This is reinforced by very low truck utilization and its location outside of priority states, resulting in a low overall score."
1039122,0.35,15,5,0,15,"['MCS150 date extremely old (2002)', 'Zero reported mileage (recent and MCS150)', 'Not in a priority state', 'Address typo (ROOAD)']","This company appears to be inactive or defunct, with an MCS150 date from 2002 and zero reported mileage. While it has a suitable fleet size and operational type, its location is not in a priority state. The ancient data freshness and lack of operational activity are major red flags."
3326371,0.8,25,5,25,25,"['Extremely high miles/truck/year (214,556 for 1 power unit)']","GB EXPRESS LLC is a legitimate, authorized-for-hire carrier operating in a priority state (TX) with a suitable fleet size of 1 truck. The data freshness is excellent, with an MCS-150 update in February 2024. However, the reported annual mileage of 214,556 miles for a single power unit in 2022 is highly implausible for the target Class 6 last-mile operations, raising significant concerns about operational feasibility or data accuracy."
4148415,0.9,25,15,25,25,"['Low annual mileage (5,000 miles/year) falls significantly below the normal operational range (45K-120K).']","LEE DISTRIBUTION COMPANY LLC is a legitimate, active, authorized-for-hire carrier based in a priority state (NV) with a suitable fleet size of one truck. Its data is very fresh, with a recent MCS-150 update and mileage reporting. The main concern is the extremely low annual mileage (5,000 miles/year for 2025), which suggests potentially limited activity or a highly specialized local operation for a Class 6 truck."
4208810,0.8,25,5,25,25,"['Extremely low reported mileage (1,000 miles for 2023 with 1 truck) suggests minimal activity or data inaccuracy.', 'Driver-to-truck ratio of 2.0 (2 drivers for 1 truck) is above the typical range, and highly inefficient given the low mileage.']","REHMAT CARGO INC is a legitimate business with a professional name and very fresh data, having updated its MCS-150 in October 2024. The company perfectly fits our target profile, operating with 1 truck and having a California mailing address. However, its operational plausibility is a major concern due to an extremely low reported mileage of 1,000 miles for 2023 and an elevated driver-to-truck ratio, indicating potentially minimal activity."
2128344,0.8,25,15,25,15,"['Company is located in Georgia, which is not a priority state.', 'Miles per truck per year (11,250) are significantly below the ideal range (45K-120K).', 'Driver-to-truck ratio (0.625) is below the ideal range (0.8-1.5).']","BOBBY LASHLEY CORPORATION is a legitimate private carrier with excellent data freshness, indicating active operations. While the fleet size (8 trucks) is ideal, the company is not based in a priority state. Operational metrics like mileage per truck and driver-to-truck ratio are lower than typical for our target profile."
1240807,0.35,15,5,0,15,"['Extremely stale data (MCS150 last updated over 21 years ago)', 'Zero recent mileage, indicating no current operation', 'Company is not located in a priority state']","This company is likely defunct or dormant, evidenced by the MCS150 date from 2004 and zero recent mileage data, severely impacting its freshness and operational plausibility. While it fits some target criteria like fleet size and operational type, its lack of activity and non-priority state location make it unsuitable. The business name is acceptable for a sole proprietor."
3534822,0.55,25,5,0,25,"['Zero recent mileage reported, indicating potential inactivity.', 'MCS150 update date is approaching five years old (11-DEC-20), suggesting stale operational data.', 'No MCS150 mileage data available.']","This company is a legitimate owner-operator (DBA 'GARZAS TRANSPORT') based in Texas, matching our ideal fleet size (1 truck) and 'for hire' status. However, its operational data is highly concerning: zero recent mileage is reported, and the MCS150 update date (Dec 2020) is nearly five years old. These issues strongly suggest the company may no longer be actively operating, leading to very low operational plausibility and freshness scores."
3236490,0.5,25,5,5,15,"['Zero recent mileage reported', 'MCS-150 update from 2019 (stale data)', 'Operating state (WI) is not a priority state']","CLIFFORD ZANDER ENTERPRISES appears to be a legitimate private trucking company with an ideal fleet size of 4 units. However, it scores poorly on operational activity and data freshness due to zero recent mileage and an MCS-150 update that is over six years old. Furthermore, its location in Wisconsin falls outside our target priority states."
2255844,0.65,20,5,25,15,"['Extremely low annual mileage per truck (2,800 miles/truck/year) suggesting very limited operational activity.', 'Located outside of priority states (Pennsylvania).']","The company scores well on data freshness with a recent MCS-150 update and its fleet size and driver ratio are within acceptable ranges. However, the exceptionally low annual mileage per truck raises significant concerns about active operations. Furthermore, the company is not located in one of our priority states."
3321610,0.75,25,25,0,25,"['Recent mileage is reported as 0, indicating potential inactivity or a lack of recent operational data.']","E VAZQUEZ TRUCKING is a legitimate sole proprietor in a priority state (TX) with a perfect fleet size of 1 truck, matching our target profile. Operational metrics are plausible with 50K miles/truck/year and a 1:1 driver-to-truck ratio. However, the recent mileage being 0 suggests the company may not be actively operating, despite a moderately recent MCS-150 update from June 2023 (2 years, 4 months old), leading to a significant deduction in freshness score."
3355456,0.5,25,5,5,15,"['Extremely low recent mileage (10 miles in 2022) indicates dormancy, not an active trucking operation.', 'Company is located in Pennsylvania, which is not one of the priority states (CA, TX, AZ, UT, NV).']","ROVMAIN INC appears to be a legitimate business with a fleet size (1 truck) within our target range. However, it's located outside our priority states in Pennsylvania. A significant concern is the extremely low mileage reported for 2022 (10 miles), suggesting the company is largely dormant despite a recent MCS-150 filing, making it an unlikely candidate for active Class 6 trucking insurance."
