dot_number,company_quality_score,legitimacy_score,metrics_score,freshness_score,target_fit_score,key_concerns,reasoning_summary
2126315,0.35,15,5,5,10,"['MCS150 date is very old (2011)', 'Recent mileage is zero, indicating potential inactivity or no relevant data', ""Carrier operation is 'C' (possible construction or other non-for-hire), and marked as private only""]","This company, FIVE M TREE FARM LLC, has a professional name and is located in a priority state (TX) with a small fleet size (1 truck). However, its MCS150 date is extremely old (2011), and recent mileage is reported as zero, raising significant concerns about data freshness and operational activity. Furthermore, the 'private_only' flag and carrier operation code suggest it may not be an 'for-hire' trucking operation, which is a core requirement."
446956,0.15,15,5,5,15,"['Stale MCS-150 date', 'Zero recent mileage reported', 'Not authorized for hire']","This company has a professional name and is located in a priority state (TX) with a small fleet size. However, its MCS-150 date is very old (2007), and it reports zero recent mileage, suggesting it may be defunct or have significantly scaled down operations. Furthermore, it is not authorized for hire, indicating it likely operates as private carriage."
4191107,0.35,15,5,25,5,"['Low reported mileage inconsistent with fleet size and operational status.', 'Located outside of priority states.']","This is a legitimate, recently active trucking company with a small fleet operating as authorized for hire. However, the reported mileage is extremely low, raising questions about operational intensity or data accuracy. It is also not located in any of the target priority states, significantly reducing its fit for DrivePoints' targeting."
658424,0.3,5,15,25,5,"['Non-trucking business type (BBQ restaurant)', 'Private property carriage only']","This entity appears to be a BBQ restaurant that also operates a very small private fleet, not a professional trucking company. While the data is fresh and the fleet size is small, its primary business is not trucking, and it's not authorized for hire. This makes it a poor fit for DrivePoints insurance targeting."
3777856,0.15,5,25,25,5,"['Business type (tree service) does not align with target (furniture delivery)', 'Private property carrier only, not authorized for hire']","This company is a legitimate operation with recent data and reasonable operational metrics. However, its primary business appears to be tree services, not general freight, and it operates as a private property carrier, which does not fit the target profile for DrivePoints insurance."
3063877,0.2,5,20,25,0,"['Business type (plumbing) does not align with trucking', 'Not operating in priority states', 'Does not appear to be a trucking operation']","This company's legal name and operation code suggest a plumbing business, not a trucking company. While data freshness and operational metrics are positive, the core business type disqualifies it from our target profile. It also does not operate in any priority states."
1039122,0.15,15,0,0,5,"['MCS-150 date is over 20 years old.', 'No recent mileage reported.', 'Operating as exempt for hire, not authorized for hire.', 'Located outside of priority states.']",This company has a professional name but the data is extremely stale with an MCS-150 date from 2002 and no reported mileage. The operational authorization is for 'exempt for hire' which does not align with typical for-hire trucking targets. The company is also located outside of the priority states.
3326371,0.9,25,20,25,20,[],"GB EXPRESS LLC is a legitimate trucking company with recent operational data and a small fleet. It operates in a priority state and is authorized for hire, making it a strong candidate. The mileage per truck is slightly high but not definitively implausible for a last-mile operation."
4148415,0.8,20,25,25,10,[],"This is a legitimate trucking company with recent data and a small fleet. However, the current operational data suggests a very small scale, and the fleet size is at the lower end of our target range, hence the score. The company is located in a priority state."
4208810,0.75,20,15,25,15,"['Physical address in Indiana, but mailing address in California.', 'Very low mileage reported relative to fleet size and driver count.']","This is a legitimate trucking company with recent data and a small fleet size, fitting some target criteria. However, the physical and mailing addresses are in different states, and the reported mileage is exceptionally low, raising operational plausibility concerns."
2128344,0.6,20,20,25,15,"[""Company operates as 'private only', not authorized for hire, which is a key target criterion."", 'Company is located in GA, which is not a priority state.']","BOBBY LASHLEY CORPORATION appears to be a legitimate trucking company with recent data and reasonable operational metrics. However, its 'private only' operation and non-priority state location limit its fit for DrivePoints' targeting strategy."
1240807,0.1,15,0,0,5,"['Stale MCS-150 data', 'Zero recent mileage reported', 'Out-of-state operation']","This is likely a legitimate sole proprietorship with a single truck, but the data is extremely stale, with the MCS-150 date being from 2004 and zero recent mileage reported. While it operates for-hire with one truck, its Georgia location and ancient data make it a poor fit for our target profile."
3534822,0.75,15,25,15,15,"['MCS150 mileage and recent mileage are missing or zero.', 'Only 1 power unit and 1 driver might indicate a very small operation, but potentially fits some last-mile needs.']","This appears to be a legitimate sole proprietorship operating in a priority state with a small fleet. The data is moderately fresh, but critical mileage data is missing, and while the fleet size is small and suitable, the lack of detailed mileage information limits the operational plausibility score."
3236490,0.37,15,5,5,10,"['Private carrier only (not authorized for hire)', 'Stale MCS-150 date', 'Recent mileage data is zero']","This company has a professional name and is a real trucking entity, but it operates as a private carrier only, which doesn't align with our target. The data freshness is concerning due to the 2019 MCS-150 date and zero recent mileage, and operational metrics are implausible given the lack of mileage data."
2255844,0.55,15,20,25,15,"['Company name ""H & W REPAIRS"" suggests a repair shop rather than a trucking operation.', 'Primary state is PA, which is not a priority state.']","This company has recent data and reasonable operational metrics, making it appear active. However, the name ""H & W REPAIRS"" raises questions about its primary business, and its location in PA does not align with priority states, limiting its target fit."
3321610,0.7,15,25,25,15,"['MCS150 mileage is lower than recent mileage reported.', 'No recent mileage reported, despite MCS150 mileage being available.']","This is a legitimate sole proprietor trucking company operating in a priority state with a small fleet, fitting the target profile. Data is relatively fresh, but there are inconsistencies between MCS150 mileage and recent mileage reporting."
3355456,0.45,20,10,20,5,"['Low reported mileage per truck and for the company overall, potentially indicating a non-trucking business or a very small operation.', 'Physcial address is in Pennsylvania, which is not a priority state.', 'MCS-150 mileage is very low (10) and not updated for 2024/2025.']","ROVMAIN INC has a professional name and appears to be a legitimate entity, but its operational metrics are highly questionable, with extremely low mileage reported, suggesting it might not be a primary trucking operation. While the MCS-150 date is relatively recent, the mileage data is concerningly low, and the company is located outside of priority states and has a very small fleet."
